annotator	title	base_ID	left_ID	right_ID	Form	Content	Emotion	Style	Overall	triple_ID	Runde
Set1_JB	Das schlafende Kind 	l0080026	l00160152	l0080077	right	left	left	left	left	l00160152l0080026l0080077	Runde 2
Set1_JB	Alte Heimath 	l00200021	l0010132	l0040216	same	left	left	left	left	l0010132l00200021l0040216	Runde 2
Set1_JB	In der Kirschenblüt' 	l0010056	l00170225	l0010184	right	same	right	left	right	l00170225l0010056l0010184	Runde 2
Set1_JB	Der Trompeter 	l0010208	l0040336	l0080165	right	right	right	right	right	l0040336l0010208l0080165	Runde 2
Set1_JB	Die Nachtigall – 	l00160283	l00190023	l0080251	right	right	right	right	right	l00190023l00160283l0080251	Runde 2
Set1_JB	Du kennst mich nicht 	l00200202	l0080377	l0080208	right	same	same	same	same	l0080377l00200202l0080208	Runde 2
Set1_JB	Märztag 	l00180017	l00190039	l0080377	same	left	left	right	left	l00190039l00180017l0080377	Runde 2
Set1_JB	Erhellte Ferne 	l0040216	l00130407	l00140029	right	left	left	right	left	l00130407l0040216l00140029	Runde 2
Set1_JB	Das ist so Brauch 	l0080369	l0060068	l00180012	left	left	same	left	left	l0060068l0080369l00180012	Runde 2
Set1_JB	Lied 	l00200278	l0080132	l0020167	same	right	right	same	right	l0080132l00200278l0020167	Runde 2
Set1_JB	Der Seligen Furcht 	l0010076	l00180047	l00160117	right	same	right	same	right	l00180047l0010076l00160117	Runde 2
Set1_JB	Ich bat sie um die Rose 	l0080165	l0030066	l00160262	right	right	right	same	right	l0030066l0080165l00160262	Runde 2
Set1_JB	Beschluß – 	l0060082	l0030305	l0040053	left	right	left	left	left	l0030305l0060082l0040053	Runde 2
Set1_JB	Hans Schreier junior 	l00100111	l00130162	l00130138	left	right	same	left	left	l00130162l00100111l00130138	Runde 2
Set1_JB	Gottesgabe 	l0080132	l0020147	l00130383	right	left	left	left	left	l0020147l0080132l00130383	Runde 2
Set1_JB	Begegnen 	l0080361	l0040336	l0010239	left	same	left	left	left	l0040336l0080361l0010239	Runde 2
Set1_JB	Leuchtende Tage 	l0010300	l0080497	l0080333	left	right	right	right	right	l0080497l0010300l0080333	Runde 2
Set1_JB	Die alte Jungfer – 	l0010154	l00180168	l00200278	right	right	right	same	right	l00180168l0010154l00200278	Runde 2
Set1_JB	Demuth 	l00160119	l0090084	l0030052	same	same	same	left	same	l0090084l00160119l0030052	Runde 2
Set1_JB	An die Lerche 	l00130257	l00130182	l0080543	left	left	left	left	left	l00130182l00130257l0080543	Runde 2
Set1_JB	Spruch 	l0060062	l00180026	l00200112	same	same	same	same	same	l00180026l0060062l00200112	Runde 2
Set1_JB	Im Entschlafen 	l00170125	l0080046	l00140105	left	right	same	right	right	l0080046l00170125l00140105	Runde 2
Set1_JB	Mit Unterschied 	l00160300	l0080208	l00170194	right	right	right	same	right	l0080208l00160300l00170194	Runde 2
Set1_JB	Warte noch 	l0010193	l0050064	l0030243	same	right	right	right	right	l0050064l0010193l0030243	Runde 2
Set4_JE	Das Päckchen Gedichte 	l00170161	l0010154	l00130457	same	left	left	same	left	l0010154l00170161l00130457	Runde 2
Set4_JE	Die Kunst – 	l00130138	l00180069	l0040554	left	same	right	left	left	l00180069l00130138l0040554	Runde 2
Set4_JE	Gleichgültigkeit 	l00130210	l00140024	l00140150	same	right	right	left	right	l00140024l00130210l00140150	Runde 2
Set4_JE	Fremd in der Fremde – 	l0010082	l00130354	l0030174	left	same	same	left	left	l00130354l0010082l0030174	Runde 2
Set4_JE	Nachtlied 	l00200135	l0080305	l00200223	left	same	right	left	same	l0080305l00200135l00200223	Runde 2
Set4_JE	Geschieden 	l0010172	l00200026	l00130042	left	right	right	same	right	l00200026l0010172l00130042	Runde 2
Set4_JE	Zarathustras Lied 	l0030323	l00200176	l00140156	same	same	same	same	same	l00200176l0030323l00140156	Runde 2
Set4_JE	Trost der Nacht 	l00200088	l00130102	l0080046	left	left	left	left	left	l00130102l00200088l0080046	Runde 2
Set4_JE	Lied 	l00200278	l00100009	l0080132	same	right	right	right	right	l00100009l00200278l0080132	Runde 2
Set4_JE	Guter Rat 	l00130384	l0030323	l00160192	same	right	left	left	same	l0030323l00130384l00160192	Runde 2
Set4_JE	Du und ich 	l0040524	l0080448	l00110081	same	left	left	left	left	l0080448l0040524l00110081	Runde 2
Set4_JE	An die Mädchen 	l00130354	l0050031	l00160112	right	left	same	right	right	l0050031l00130354l00160112	Runde 2
Set4_JE	„Süß sind mir die Schollen des Tales.“ 	l0040336	l0010238	l00170058	left	right	right	right	right	l0010238l0040336l00170058	Runde 2
Set4_JE	Gleichgültigkeit 	l00130210	l00200254	l00140150	left	same	right	left	same	l00200254l00130210l00140150	Runde 2
Set4_JE	Wie ist das Leben bitter arm 	l0010218	l00130378	l0080311	right	right	right	right	right	l00130378l0010218l0080311	Runde 2
Set4_JE	Banger Abend 	l00170019	l0060062	l0080412	right	left	same	same	same	l0060062l00170019l0080412	Runde 2
Set4_JE	Die List der Trinker 	l0020029	l00160240	l0070146	left	left	same	same	left	l00160240l0020029l0070146	Runde 2
Set4_JE	Der Seligen Furcht 	l0010076	l0050031	l0010186	same	same	right	right	right	l0050031l0010076l0010186	Runde 2
Set4_JE	Lady Rosa 	l0030184	l00160212	l00130384	same	same	right	right	right	l00160212l0030184l00130384	Runde 2
Set4_JE	Dein Bild – 	l0030433	l0010238	l0020039	left	left	left	same	left	l0010238l0030433l0020039	Runde 2
Set4_JE	Gleichgültigkeit 	l00130210	l0090086	l00140150	same	same	right	right	right	l0090086l00130210l00140150	Runde 2
Set4_JE	An die Freunde 	l0020147	l00160172	l0030065	same	left	same	left	left	l00160172l0020147l0030065	Runde 2
Set4_JE	Deutsche Art 	l00130383	l00130059	l00200186	left	left	left	left	left	l00130059l00130383l00200186	Runde 2
Set4_JE	Morgenduft 	l0090086	l0080554	l0060046	left	right	right	right	right	l0080554l0090086l0060046	Runde 2
Set4_JE	Weltlauf 	l00160211	l00130451	l00190039	left	same	same	right	same	l00130451l00160211l00190039	Runde 2
Set4_JE	Porträt des Marquis de... 	l0040554	l00130138	l0080055	same	same	left	same	same	l00130138l0040554l0080055	Runde 2
Set4_JE	Deine Hände 	l0040304	l0080227	l00130361	right	right	right	right	right	l0080227l0040304l00130361	Runde 2
Set4_JE	Lied in der Nacht 	l0040053	l0060082	l00130449	same	left	left	same	left	l0060082l0040053l00130449	Runde 2
Set4_JE	Die frühe Stunde 	l0030183	l00140124	l00130451	right	right	same	left	right	l00140124l0030183l00130451	Runde 2
Set4_JE	Der Tod und das Mädchen 	l00100088	l0080026	l0050040	left	same	right	right	right	l0080026l00100088l0050040	Runde 2
Set5_MG	Die Kühle 	l00190039	l0010016	l00140028	left	same	left	left	left	l0010016l00190039l00140028	Runde 3
Set5_MG	Vorsicht 	l00130111	l00130378	l00200039	left	left	left	left	left	l00130378l00130111l00200039	Runde 3
Set5_MG	Die Nicht-Gewesenen 	l0030243	l0080077	l00200021	same	same	same	same	same	l0080077l0030243l00200021	Runde 3
Set5_MG	Der Trompeter 	l0010208	l00160262	l00130122	left	left	same	left	left	l00160262l0010208l00130122	Runde 3
Set5_MG	Abbild 	l00180079	l00130204	l00140028	same	same	same	same	same	l00130204l00180079l00140028	Runde 3
Set5_MG	Alte Heimath 	l00200021	l0070146	l00140029	right	same	right	left	right	l0070146l00200021l00140029	Runde 3
Set5_MG	Die stille Stadt 	l00170058	l0010082	l0060062	same	same	same	left	same	l0010082l00170058l0060062	Runde 3
Set5_MG	Lady Rosa 	l0030184	l00130210	l00160212	right	same	same	right	same	l00130210l0030184l00160212	Runde 3
Set5_MG	Das Päckchen Gedichte 	l00170161	l00200301	l00160172	left	left	left	same	left	l00200301l00170161l00160172	Runde 3
Set5_MG	Der Trompeter 	l0010208	l0080165	l0010172	same	left	left	same	left	l0080165l0010208l0010172	Runde 3
Set5_MG	Die Kunst – 	l00130138	l0080055	l0040554	same	same	same	same	same	l0080055l00130138l0040554	Runde 3
Set5_MG	Frisch vom Storch 	l0010018	l0020167	l0080553	same	same	same	same	same	l0020167l0010018l0080553	Runde 3
Set5_MG	Marksteine 	l00130329	l0050064	l0080333	same	left	left	left	left	l0050064l00130329l0080333	Runde 3
Set5_MG	Doppelte Jugend 	l0080077	l0060056	l00200242	left	right	right	left	left	l0060056l0080077l00200242	Runde 3
Set5_MG	Es rauschen den eingeborenen Ton 	l0080344	l0080046	l00170003	left	right	same	same	same	l0080046l0080344l00170003	Runde 3
Set5_MG	Hans Schreier junior 	l00100111	l00130111	l0010173	left	same	left	left	left	l00130111l00100111l0010173	Runde 3
Set5_MG	Ich will mich in dein Herz gewöhnen 	l0080412	l0080578	l00140156	same	same	same	same	same	l0080578l0080412l00140156	Runde 3
Set5_MG	Die einsame Tanne 	l00130182	l00130257	l00170125	left	left	same	left	left	l00130257l00130182l00170125	Runde 3
Set5_MG	Die Luft so schwer... 	l0030065	l0030031	l0010208	same	same	same	left	same	l0030031l0030065l0010208	Runde 3
Set5_MG	Abbild 	l00180079	l0030218	l00130070	same	same	left	left	same	l0030218l00180079l00130070	Runde 3
Set5_MG	Die Nicht-Gewesenen 	l0030243	l0080448	l00200135	same	same	left	left	same	l0080448l0030243l00200135	Runde 3
Set5_MG	Im Mai 	l00200176	l00140105	l0010018	same	same	same	left	same	l00140105l00200176l0010018	Runde 3
Set1_AB	Hans Schreier junior 	l00100111	l00130378	l00130162	left	same	same	same	same	l00130378l00100111l00130162	Runde 3
Set1_AB	Warte noch 	l0010193	l00200186	l0080578	right	same	same	same	same	l00200186l0010193l0080578	Runde 3
Set1_AB	Vorbestimmung 	l00200301	l0010056	l0080333	right	right	right	right	right	l0010056l00200301l0080333	Runde 3
Set1_AB	Demuth 	l00160119	l00180047	l0030052	left	same	right	right	same	l00180047l00160119l0030052	Runde 3
Set1_AB	Das ist der Traurigkeiten Stunde 	l0060019	l0030065	l0020178	right	left	left	right	same	l0030065l0060019l0020178	Runde 3
Set1_AB	April 	l00130102	l00200135	l00200278	left	same	left	left	left	l00200135l00130102l00200278	Runde 3
Set1_AB	Nur nimm sie wieder aus der Städte Schuld 	l00180136	l00170161	l0050040	left	same	right	same	same	l00170161l00180136l0050040	Runde 3
Set1_AB	Die stille Stadt 	l00170058	l0010186	l0050016	left	same	left	left	left	l0010186l00170058l0050016	Runde 3
Set1_AB	Einst 	l00180035	l00160300	l0010012	right	right	right	right	right	l00160300l00180035l0010012	Runde 3
Set1_AB	Beschluß – 	l0060082	l00160283	l0040053	left	same	same	left	same	l00160283l0060082l0040053	Runde 3
Set1_AB	Die Kunst – 	l00130138	l00130384	l0040554	left	left	left	left	left	l00130384l00130138l0040554	Runde 3
Set1_AB	Kindermund 	l0050031	l00100009	l0010172	right	same	right	right	right	l00100009l0050031l0010172	Runde 3
Set1_AB	Die List der Trinker 	l0020029	l0010239	l0080251	right	right	right	right	right	l0010239l0020029l0080251	Runde 3
Set1_AB	Erster Schnee 	l0080595	l00140024	l00130359	right	same	right	right	right	l00140024l0080595l00130359	Runde 3
Set1_AB	An die Lerche 	l00130257	l00200245	l00130182	right	right	right	right	right	l00200245l00130257l00130182	Runde 3
Set1_AB	Vorbei 	l0010184	l00200253	l0080549	same	right	right	same	right	l00200253l0010184l0080549	Runde 3
Set1_AB	Komm Bruder Manfred... 	l0070146	l00130122	l00200242	right	same	right	right	right	l00130122l0070146l00200242	Runde 3
Set1_AB	Enttäuschung 	l00160262	l00130457	l0010208	right	right	right	right	right	l00130457l00160262l0010208	Runde 3
Set1_AB	Als mich dein Blick beim Scheiden traf 	l0020167	l00200202	l00130210	right	right	right	right	right	l00200202l0020167l00130210	Runde 3
Set1_AB	Abbild 	l00180079	l00130204	l00140029	same	right	right	right	right	l00130204l00180079l00140029	Runde 3
Set1_AB	Wie ist das Leben bitter arm 	l0010218	l00140198	l00130164	same	same	left	same	same	l00140198l0010218l00130164	Runde 3
Set1_AB	Sils-Maria 	l0030325	l00170125	l0030174	left	left	left	left	left	l00170125l0030325l0030174	Runde 3
Set1_AB	Fromme Bücher 	l00160212	l0020147	l0030184	same	same	left	left	same	l0020147l00160212l0030184	Runde 3
Set1_AB	Verirrt 	l0030420	l0030115	l0040216	right	right	right	right	right	l0030115l0030420l0040216	Runde 3
Set1_AB	Kindesauge 	l00200254	l00200340	l00130268	same	same	left	left	left	l00200340l00200254l00130268	Runde 3
Set1_AB	Auf Gegenseitigkeit 	l00160192	l00170194	l0080311	same	same	left	left	left	l00170194l00160192l0080311	Runde 3
Set1_AB	2. Nach dem Regen 	l0020047	l0060053	l00130355	left	left	left	left	left	l0060053l0020047l00130355	Runde 3
Set1_AB	Alpenklub 	l00130059	l0080165	l00130383	same	same	right	right	right	l0080165l00130059l00130383	Runde 3
Set1_AB	Leben 	l00180166	l0010016	l00160113	same	right	right	right	right	l0010016l00180166l00160113	Runde 3
Set1_AB	Was helft ihr 	l0080462	l00200026	l0080553	same	right	right	right	right	l00200026l0080462l0080553	Runde 3
Set1_AB	Es rauschen den eingeborenen Ton 	l0080344	l00170003	l00160211	right	right	right	right	right	l00170003l0080344l00160211	Runde 3
Set1_AB	Ich schlief so sanft die ganze Nacht 	l00140078	l0040505	l0080132	right	right	right	right	right	l0040505l00140078l0080132	Runde 3
Set1_AB	Stör nicht den Traum der Kinder – 	l00160112	l00170061	l0030433	right	same	right	right	right	l00170061l00160112l0030433	Runde 3
Set1_AB	Im Mai 	l00200176	l0090086	l00180168	right	right	right	right	right	l0090086l00200176l00180168	Runde 3
Set1_AB	Frühlingslied in der Stadt 	l0010217	l0080046	l0080235	left	same	left	same	left	l0080046l0010217l0080235	Runde 3
Set1_AB	Ich will mich in dein Herz gewöhnen 	l0080412	l00200112	l0080493	right	same	right	right	right	l00200112l0080412l0080493	Runde 3
Set1_AB	Spruch 	l00160172	l0030112	l0010154	same	same	same	same	same	l0030112l00160172l0010154	Runde 3
Set1_AB	Die Betrogene 	l00200179	l0080587	l0030066	left	left	left	same	left	l0080587l00200179l0030066	Runde 3
Set1_AB	Banger Abend 	l00170019	l0010202	l00140156	same	right	right	right	right	l0010202l00170019l00140156	Runde 3
Set1_AB	Der Tod und das Mädchen 	l00100088	l00160152	l0090065	right	same	same	right	right	l00160152l00100088l0090065	Runde 3
Set1_AB	Hoffnung 	l0080305	l00140045	l00160041	same	same	right	right	right	l00140045l0080305l00160041	Runde 3
Set1_AB	Der Abend 	l00130407	l0010238	l0030227	same	same	left	left	left	l0010238l00130407l0030227	Runde 3
Set1_AB	Als gestern die Nachtigall 	l0080208	l0030373	l0040524	left	right	right	same	right	l0030373l0080208l0040524	Runde 3
Set1_AB	I. Da ich noch 	l00130361	l00190023	l0010076	same	same	left	left	left	l00190023l00130361l0010076	Runde 3
Set1_AB	„Süß sind mir die Schollen des Tales.“ 	l0040336	l00140103	l00200088	right	same	right	right	right	l00140103l0040336l00200088	Runde 3
Set1_AB	An die Mädchen 	l00130354	l00110078	l0010082	left	same	left	left	left	l00110078l00130354l0010082	Runde 3
Set1_AB	Frühlingsnacht 	l00200039	l00200223	l0050064	left	same	left	left	left	l00200223l00200039l0050064	Runde 3
Set1_AB	Die Kühle 	l00190039	l00160004	l00140150	same	left	left	left	left	l00160004l00190039l00140150	Runde 3
Set1_AB	Übermuth an allen Ecken...	l0070163	l0010095	l0040211	left	left	left	left	left	l0010095l0070163l0040211	Runde 3
Set1_AB	Schlafend trägt man mich	l00180044	l00150314	l00160149	same	right	right	right	right	l00150314l00180044l00160149	Runde 3
Set1_AB	Ideale Landschaft	l0030089	l00140161	l00130037	left	same	same	left	same	l00140161l0030089l00130037	Runde 3
Set1_AB	Schlafend trägt man mich	l0040419	l0040492	l00270034	same	left	left	left	left	l0040492l0040419l00270034	Runde 3
Set1_AB	Am See	l00150202	l00170013	l0040644	right	right	right	right	right	l00170013l00150202l0040644	Runde 3
Set1_AB	Lache des Sturmes!	l00270475	l00160203	l0040047	same	same	right	right	right	l00160203l00270475l0040047	Runde 3
Set1_AB	Nach der Hühnerjagd	l0040371	l0080614	l0010081	right	right	right	right	right	l0080614l0040371l0010081	Runde 3
Set1_AB	Schlaf	l0010252	l0080136	l0010006	right	right	right	right	right	l0080136l0010252l0010006	Runde 3
Set1_AB	Eine Fremde	l00270719	l0010233	l0010204	same	left	left	left	left	l0010233l00270719l0010204	Runde 3
Set1_AB	Selbstzucht	l00170056	l00160019	l0040120	right	same	right	right	right	l00160019l00170056l0040120	Runde 3
Set1_AB	Beginn des Endes	l00160295	l00270833	l0030411	right	right	right	right	right	l00270833l00160295l0030411	Runde 3
Set1_AB	Nach dem Gewitter	l00270059	l00270076	l0010230	same	right	right	right	right	l00270076l00270059l0010230	Runde 3
Set1_MK	Hans Schreier junior 	l00100111	l00130378	l00130162	left	same	left	same	left	l00130378l00100111l00130162	Runde 3
Set1_MK	Warte noch 	l0010193	l00200186	l0080578	right	same	same	same	same	l00200186l0010193l0080578	Runde 3
Set1_MK	Vorbestimmung 	l00200301	l0010056	l0080333	right	left	left	right	same	l0010056l00200301l0080333	Runde 3
Set1_MK	Demuth 	l00160119	l00180047	l0030052	left	same	right	same	same	l00180047l00160119l0030052	Runde 3
Set1_MK	Das ist der Traurigkeiten Stunde 	l0060019	l0030065	l0020178	right	same	left	right	right	l0030065l0060019l0020178	Runde 3
Set1_MK	April 	l00130102	l00200135	l00200278	left	left	same	same	left	l00200135l00130102l00200278	Runde 3
Set1_MK	Nur nimm sie wieder aus der Städte Schuld 	l00180136	l00170161	l0050040	same	same	same	same	same	l00170161l00180136l0050040	Runde 3
Set1_MK	Die stille Stadt 	l00170058	l0010186	l0050016	same	same	left	same	same	l0010186l00170058l0050016	Runde 3
Set1_MK	Einst 	l00180035	l00160300	l0010012	same	right	same	same	same	l00160300l00180035l0010012	Runde 3
Set1_MK	Beschluß – 	l0060082	l00160283	l0040053	left	right	same	same	same	l00160283l0060082l0040053	Runde 3
Set1_MK	Die Kunst – 	l00130138	l00130384	l0040554	left	left	same	same	left	l00130384l00130138l0040554	Runde 3
Set1_MK	Kindermund 	l0050031	l00100009	l0010172	right	right	left	same	right	l00100009l0050031l0010172	Runde 3
Set1_MK	Die List der Trinker 	l0020029	l0010239	l0080251	right	right	right	same	right	l0010239l0020029l0080251	Runde 3
Set1_MK	Erster Schnee 	l0080595	l00140024	l00130359	right	same	right	right	right	l00140024l0080595l00130359	Runde 3
Set1_MK	An die Lerche 	l00130257	l00200245	l00130182	same	same	right	left	same	l00200245l00130257l00130182	Runde 3
Set1_MK	Vorbei 	l0010184	l00200253	l0080549	same	same	right	right	same	l00200253l0010184l0080549	Runde 3
Set1_MK	Komm Bruder Manfred... 	l0070146	l00130122	l00200242	right	same	same	same	same	l00130122l0070146l00200242	Runde 3
Set1_MK	Enttäuschung 	l00160262	l00130457	l0010208	right	right	right	same	right	l00130457l00160262l0010208	Runde 3
Set1_MK	Als mich dein Blick beim Scheiden traf 	l0020167	l00200202	l00130210	left	left	left	same	left	l00200202l0020167l00130210	Runde 3
Set1_MK	Abbild 	l00180079	l00130204	l00140029	same	right	right	left	right	l00130204l00180079l00140029	Runde 3
Set1_MK	Wie ist das Leben bitter arm 	l0010218	l00140198	l00130164	same	right	left	left	same	l00140198l0010218l00130164	Runde 3
Set1_MK	Sils-Maria 	l0030325	l00170125	l0030174	left	same	left	left	left	l00170125l0030325l0030174	Runde 3
Set1_MK	Fromme Bücher 	l00160212	l0020147	l0030184	same	same	right	same	same	l0020147l00160212l0030184	Runde 3
Set1_MK	Verirrt 	l0030420	l0030115	l0040216	right	left	same	same	same	l0030115l0030420l0040216	Runde 3
Set1_MK	Kindesauge 	l00200254	l00200340	l00130268	same	same	same	left	same	l00200340l00200254l00130268	Runde 3
Set1_MK	Auf Gegenseitigkeit 	l00160192	l00170194	l0080311	same	left	left	same	left	l00170194l00160192l0080311	Runde 3
Set1_MK	2. Nach dem Regen 	l0020047	l0060053	l00130355	left	left	left	left	left	l0060053l0020047l00130355	Runde 3
Set1_MK	Alpenklub 	l00130059	l0080165	l00130383	same	right	right	same	right	l0080165l00130059l00130383	Runde 3
Set1_MK	Leben 	l00180166	l0010016	l00160113	same	right	right	same	right	l0010016l00180166l00160113	Runde 3
Set1_MK	Was helft ihr 	l0080462	l00200026	l0080553	same	right	right	same	right	l00200026l0080462l0080553	Runde 3
Set1_MK	Es rauschen den eingeborenen Ton 	l0080344	l00170003	l00160211	right	same	same	right	right	l00170003l0080344l00160211	Runde 3
Set1_MK	Ich schlief so sanft die ganze Nacht 	l00140078	l0040505	l0080132	right	right	right	right	right	l0040505l00140078l0080132	Runde 3
Set1_MK	Stör nicht den Traum der Kinder – 	l00160112	l00170061	l0030433	right	same	right	right	right	l00170061l00160112l0030433	Runde 3
Set1_MK	Im Mai 	l00200176	l0090086	l00180168	right	same	same	same	right	l0090086l00200176l00180168	Runde 3
Set1_MK	Frühlingslied in der Stadt 	l0010217	l0080046	l0080235	left	same	left	same	left	l0080046l0010217l0080235	Runde 3
Set1_MK	Ich will mich in dein Herz gewöhnen 	l0080412	l00200112	l0080493	same	same	same	same	same	l00200112l0080412l0080493	Runde 3
Set1_MK	Spruch 	l00160172	l0030112	l0010154	same	same	same	same	same	l0030112l00160172l0010154	Runde 3
Set1_MK	Die Betrogene 	l00200179	l0080587	l0030066	left	left	left	same	left	l0080587l00200179l0030066	Runde 3
Set1_MK	Banger Abend 	l00170019	l0010202	l00140156	same	right	right	same	right	l0010202l00170019l00140156	Runde 3
Set1_MK	Der Tod und das Mädchen 	l00100088	l00160152	l0090065	right	same	same	same	same	l00160152l00100088l0090065	Runde 3
Set1_MK	Hoffnung 	l0080305	l00140045	l00160041	same	same	left	same	same	l00140045l0080305l00160041	Runde 3
Set1_MK	Der Abend 	l00130407	l0010238	l0030227	same	right	right	same	right	l0010238l00130407l0030227	Runde 3
Set1_MK	Als gestern die Nachtigall 	l0080208	l0030373	l0040524	left	right	right	left	same	l0030373l0080208l0040524	Runde 3
Set1_MK	I. Da ich noch 	l00130361	l00190023	l0010076	right	same	left	same	same	l00190023l00130361l0010076	Runde 3
Set1_MK	„Süß sind mir die Schollen des Tales.“ 	l0040336	l00140103	l00200088	right	same	right	right	right	l00140103l0040336l00200088	Runde 3
Set1_MK	An die Mädchen 	l00130354	l00110078	l0010082	same	right	right	left	same	l00110078l00130354l0010082	Runde 3
Set1_MK	Frühlingsnacht 	l00200039	l00200223	l0050064	same	right	right	same	right	l00200223l00200039l0050064	Runde 3
Set1_MK	Die Kühle 	l00190039	l00160004	l00140150	same	left	left	same	left	l00160004l00190039l00140150	Runde 3
Set1_MK	Übermuth an allen Ecken...	l0070163	l0010095	l0040211	left	same	right	right	right	l0010095l0070163l0040211	Runde 3
Set1_MK	Schlafend trägt man mich	l00180044	l00150314	l00160149	same	right	same	same	right	l00150314l00180044l00160149	Runde 3
Set1_MK	Ideale Landschaft	l0030089	l00140161	l00130037	left	same	same	same	left	l00140161l0030089l00130037	Runde 3
Set1_MK	Schlafend trägt man mich	l0040419	l0040492	l00270034	same	same	left	same	same	l0040492l0040419l00270034	Runde 3
Set1_MK	Am See	l00150202	l00170013	l0040644	right	left	same	right	same	l00170013l00150202l0040644	Runde 3
Set1_MK	Lache des Sturmes!	l00270475	l00160203	l0040047	right	right	right	same	right	l00160203l00270475l0040047	Runde 3
Set1_MK	Nach der Hühnerjagd	l0040371	l0080614	l0010081	left	same	same	right	same	l0080614l0040371l0010081	Runde 3
Set1_MK	Schlaf	l0010252	l0080136	l0010006	right	right	left	right	right	l0080136l0010252l0010006	Runde 3
Set1_MK	Eine Fremde	l00270719	l0010233	l0010204	same	left	left	left	left	l0010233l00270719l0010204	Runde 3
Set1_MK	Selbstzucht	l00170056	l00160019	l0040120	right	same	right	same	right	l00160019l00170056l0040120	Runde 3
Set1_MK	Beginn des Endes	l00160295	l00270833	l0030411	right	same	same	same	same	l00270833l00160295l0030411	Runde 3
Set1_MK	Nach dem Gewitter	l00270059	l00270076	l0010230	same	right	same	left	right	l00270076l00270059l0010230	Runde 3
Set2_FJ	Das war der Tag der weißen Chrysanthemen – 	l0040509	l0060062	l0080369	right	right	left	right	right	l0060062l0040509l0080369	Runde 3
Set2_FJ	Trost im Leiden 	l0020093	l0010132	l00180012	left	same	same	same	same	l0010132l0020093l00180012	Runde 3
Set2_FJ	Wenn das weiße Mondenlicht... 	l00140083	l00130042	l0030323	same	same	same	same	same	l00130042l00140083l0030323	Runde 3
Set2_FJ	Unerkannt 	l00140119	l00140141	l00130375	left	same	left	left	same	l00140141l00140119l00130375	Runde 3
Set2_FJ	Staubige 	l0080497	l00200064	l00200002	same	same	same	same	same	l00200064l0080497l00200002	Runde 3
Set2_FJ	Im Dämmer 	l0060068	l0030031	l0080448	same	same	left	same	same	l0030031l0060068l0080448	Runde 3
Set2_FJ	Die Nicht-Gewesenen 	l0030243	l00180017	l00130329	same	left	left	same	same	l00180017l0030243l00130329	Runde 3
Set2_FJ	Der Gast 	l00140122	l00160042	l00200195	right	same	same	same	same	l00160042l00140122l00200195	Runde 3
Set2_FJ	Erste und letzte Liebe 	l0080055	l0010079	l00130444	right	right	left	same	right	l0010079l0080055l00130444	Runde 3
Set2_FJ	Begegnen 	l0080361	l0080077	l0010300	right	same	same	same	same	l0080077l0080361l0010300	Runde 3
Set2_FJ	Resignatio 	l00140105	l0030305	l00170225	right	left	same	same	same	l0030305l00140105l00170225	Runde 3
Set2_FJ	Das schlafende Kind 	l0080026	l00180026	l00130111	left	left	same	left	same	l00180026l0080026l00130111	Runde 3
Set2_FJ	Auf einem Stein 	l0030167	l0010173	l00160240	same	same	same	same	same	l0010173l0030167l00160240	Runde 3
Set2_FJ	Ganz im Geheimen 	l0010125	l0080554	l0010038	left	left	left	same	left	l0080554l0010125l0010038	Runde 3
Set2_FJ	Wer je gelebt in Liebesarmen 	l0080543	l0040304	l00180143	same	left	same	same	left	l0040304l0080543l00180143	Runde 3
Set2_FJ	Wenn ein Leid dich schwer bedrängt 	l0080356	l0010261	l0080377	left	right	right	same	right	l0010261l0080356l0080377	Runde 3
Set2_FJ	Ein Gebet 	l0080616	l0060046	l00130398	same	left	left	left	left	l0060046l0080616l00130398	Runde 3
Set2_FJ	Geruch der Walderde 	l0090083	l00130449	l0080466	same	left	left	same	same	l00130449l0090083l0080466	Runde 3
Set2_FJ	Die frühe Stunde 	l0030183	l0040217	l0080227	same	left	left	left	left	l0040217l0030183l0080227	Runde 3
Set2_FJ	Auf der Höhe ist's einsam 	l00140124	l00130062	l00180069	right	right	right	same	right	l00130062l00140124l00180069	Runde 3
Set2_FJ	Nur Geduld! 	l0010273	l00170195	l00180127	left	left	left	same	left	l00170195l0010273l00180127	Runde 3
Set2_FJ	Am Bahndamm 	l0060057	l0060056	l00140066	same	left	left	left	left	l0060056l0060057l00140066	Runde 3
Set2_FJ	Regenduft 	l0090084	l00130348	l0030431	right	right	right	right	right	l00130348l0090084l0030431	Runde 3
Set2_FJ	Mir 	l0020034	l00130056	l0010018	same	same	same	same	same	l00130056l0020034l0010018	Runde 3
Set2_FJ	Die Lawine 	l00130451	l00110081	l00100008	same	left	left	left	left	l00110081l00130451l00100008	Runde 3
Set2_FJ	Habenichts 	l0010038	l0030227	l0090065	same	same	same	same	same	l0030227l0010038l0090065	Runde 3
Set2_FJ	Das war der Tag der weißen Chrysanthemen – 	l0040509	l0010076	l0060019	same	left	left	left	left	l0010076l0040509l0060019	Runde 3
Set2_FJ	Beschluß – 	l0060082	l00170003	l00140029	same	same	same	same	same	l00170003l0060082l00140029	Runde 3
Set2_FJ	Guter Rat 	l00130384	l0010170	l00200340	left	same	same	same	same	l0010170l00130384l00200340	Runde 3
Set2_FJ	ohne Titel 	l00160240	l0010261	l0080251	same	same	left	left	same	l0010261l00160240l0080251	Runde 3
